"Database","Timepoint","Description","Description_Short","NES","p.adjust","pvalue","setSize"
"GOBP","Early","GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX","Protein Import Into Mitochondrial Matrix",-1.82109329837995,0.0284359419033167,0.00344633690664055,22
"GOBP","Early","GOBP_REGULATION_OF_TRANSLATION","Regulation of Translation",-1.41565005491918,0.0304344057355188,0.00386710944351001,325
"GOBP","Early","GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRIAL_MEMBRANE","Establishment of Protein Localization to Mitochondrial Me...",-1.7636220577244,0.0333667820363457,0.00437917222963952,30
"GOBP","Early","GOBP_TRANSLATIONAL_INITIATION","Translational Initiation",-1.57295399138528,0.0343233233111876,0.00459078932479834,109
"GOBP","Early","GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY","Mitochondrial Respiratory Chain Complex Assembly",-1.5951522832449,0.0380194705023598,0.00523611934400316,89
"GOBP","Early","GOBP_REGULATION_OF_MITOCHONDRIAL_TRANSLATION","Regulation of Mitochondrial Translation",-1.75914672441384,0.0389725388984218,0.0053999568003456,25
"GOBP","Early","GOBP_MITOCHONDRIAL_TRANSCRIPTION","Mitochondrial Transcription",-1.76255452193541,0.0493459515123217,0.00759009828904259,19
"GOBP","TrajDev","GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS","Ribonucleoprotein Complex Biogenesis",2.29474222969969,2.86731847748419e-16,5.99230611804429e-19,425
"GOBP","TrajDev","GOBP_RIBOSOME_BIOGENESIS","Ribosome Biogenesis",2.25418549877522,5.48319967495414e-12,1.94805422098684e-14,287
"GOBP","TrajDev","GOBP_MITOCHONDRIAL_GENE_EXPRESSION","Mitochondrial Gene Expression",2.25743672057779,1.42756198991704e-08,1.22319836126643e-10,160
"GOBP","TrajDev","GOBP_CYTOPLASMIC_TRANSLATION","Cytoplasmic Translation",-2.06610763674837,3.39712568078179e-06,6.3185827709421e-08,157
"GOBP","TrajDev","GOBP_MITOCHONDRIAL_TRANSLATION","Mitochondrial Translation",2.10657350159296,6.62218740937147e-06,1.34242879563016e-07,124
"GOBP","TrajDev","GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS","Mitochondrial RNA Metabolic Process",2.00802895394421,0.00184839554884064,9.49513798963593e-05,51
"GOBP","TrajDev","GOBP_REGULATION_OF_MITOCHONDRIAL_GENE_EXPRESSION","Regulation of Mitochondrial Gene Expression",2.02568894556084,0.00263567208296615,0.000150924587404958,32
"GOBP","TrajDev","GOBP_MITOCHONDRIAL_RNA_PROCESSING","Mitochondrial RNA Processing",2.03336398824735,0.0036142528877551,0.000229620246160408,24
"GOBP","TrajDev","GOBP_REGULATION_OF_MITOCHONDRIAL_TRANSLATION","Regulation of Mitochondrial Translation",1.95833241059298,0.00693986178289908,0.000536624631070566,25
"GOBP","TrajDev","GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE","Mitochondrial Genome Maintenance",1.73865710916084,0.0413168715941284,0.00537076157399119,26
"GOBP","Late","GOBP_CYTOPLASMIC_TRANSLATION","Cytoplasmic Translation",-2.08418818072659,0.00105674421831622,2.20845186690956e-07,157
"GOCC","Early","GOCC_SMALL_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX","Small Nuclear Ribonucleoprotein Complex",-2.63780390027142,2.50921833519011e-10,7.20349761298597e-12,74
"GOCC","Early","GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX","Mitochondrial Protein Containing Complex",-2.0725157328488,5.90755348321173e-07,3.58033544437074e-08,165
"GOCC","Early","GOCC_90S_PRERIBOSOME","90s Preribosome",-2.35048723504376,6.81229390461349e-06,5.10650420282032e-07,24
"GOCC","Early","GOCC_ORGANELLAR_RIBOSOME","Organellar Ribosome",-2.18764400705211,1.1343799891843e-05,9.04609241773763e-07,82
"GOCC","Early","GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","Cytosolic Large Ribosomal Subunit",1.94906753640143,0.0009950380358565,0.000123784636039565,51
"GOCC","Early","GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT","Mitochondrial Large Ribosomal Subunit",-1.88112891594948,0.00273280708757368,0.000409703135936086,53
"GOCC","Early","GOCC_PRERIBOSOME_SMALL_SUBUNIT_PRECURSOR","Preribosome Small Subunit Precursor",-2.00778314788342,0.00273280708757368,0.000405582287115388,13
"GOCC","Early","GOCC_RIBONUCLEOPROTEIN_GRANULE","Ribonucleoprotein Granule",-1.52117299238772,0.00745253023504591,0.0013074614447449,245
"GOCC","Early","GOCC_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT","Mitochondrial Small Ribosomal Subunit",-1.82449562027578,0.0122143879075911,0.00249610536751168,29
"GOCC","Early","GOCC_CYTOSOLIC_RIBOSOME","Cytosolic Ribosome",1.58952880835394,0.0137746204499192,0.00294385827797317,103
"GOCC","Early","GOCC_MITOCHONDRIAL_MATRIX","Mitochondrial Matrix",-1.3521880446124,0.0198584662962038,0.00497253462281339,476
"GOCC","TrajDev","GOCC_CYTOSOLIC_RIBOSOME","Cytosolic Ribosome",-2.56313811995371,6.46834611734456e-10,1.44428780929544e-11,103
"GOCC","TrajDev","GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","Cytosolic Large Ribosomal Subunit",-2.70920651165073,2.45836938479812e-09,6.27335090219615e-11,51
"GOCC","TrajDev","GOCC_SMALL_NUCLEAR_RIBONUCLEOPROTEIN_COMPLEX","Small Nuclear Ribonucleoprotein Complex",2.40103071446328,9.31467843143718e-08,3.41686768617313e-09,74
"GOCC","TrajDev","GOCC_LARGE_RIBOSOMAL_SUBUNIT","Large Ribosomal Subunit",-1.86099890208024,0.000444778951589325,3.68875685528627e-05,106
"GOCC","TrajDev","GOCC_ORGANELLAR_RIBOSOME","Organellar Ribosome",1.95507128286369,0.000444778951589325,3.62982096640645e-05,82
"GOCC","TrajDev","GOCC_RIBOSOMAL_SUBUNIT","Ribosomal Subunit",-1.76988443551027,0.000508248201968722,4.45831756112914e-05,168
"GOCC","TrajDev","GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX","Mitochondrial Protein Containing Complex",1.74130516652977,0.00100679122713486,9.47379304640457e-05,165
"GOCC","TrajDev","GOCC_90S_PRERIBOSOME","90s Preribosome",2.0701198546776,0.00114429997644814,0.000111327429925576,24
"GOCC","TrajDev","GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT","Cytosolic Small Ribosomal Subunit",-2.0312640238135,0.00125496268149028,0.000126096728762181,35
"GOCC","TrajDev","GOCC_RIBOSOME","Ribosome",-1.60775990312041,0.00224976577125641,0.000261934451836871,208
"GOCC","TrajDev","GOCC_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT","Mitochondrial Small Ribosomal Subunit",1.85708379516772,0.00953040277248081,0.00158080045986922,29
"GOCC","TrajDev","GOCC_MITOCHONDRIAL_MATRIX","Mitochondrial Matrix",1.3078302110706,0.0339665362894496,0.00834265803600516,476
"GOCC","Late","GOCC_RIBOSOME","Ribosome",-2.27425631738492,5.17688789901775e-08,8.25659951996452e-11,208
"GOCC","Late","GOCC_CYTOSOLIC_RIBOSOME","Cytosolic Ribosome",-2.42770666970211,2.80034862757144e-07,1.33987972611074e-09,103
"GOCC","Late","GOCC_RIBOSOMAL_SUBUNIT","Ribosomal Subunit",-2.27643490483138,2.80034862757144e-07,1.32821813206228e-09,168
"GOCC","Late","GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT","Cytosolic Large Ribosomal Subunit",-2.45043575786474,8.93258464836198e-06,5.69861859544624e-08,51
"GOCC","Late","GOCC_LARGE_RIBOSOMAL_SUBUNIT","Large Ribosomal Subunit",-2.23534367060169,1.75831298073345e-05,1.40216346150993e-07,106
"GOMF","Early","GOMF_RIBOSOME_BINDING","Ribosome Binding",-1.54324724677037,0.0489383074587342,0.00663358065942706,100
"GOMF","TrajDev","GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME","Structural Constituent of Ribosome",-1.95011867323544,8.11318740941284e-05,1.19666584588252e-06,144
"GOMF","Late","GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME","Structural Constituent of Ribosome",-2.4036512356852,4.16366453104855e-08,4.06211173760834e-11,144
"KEGG","Early","KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION","Reference Translation Initiation",2.40990038543209,8.14384854743161e-07,2.06463765991224e-08,74
"KEGG","TrajDev","KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION","Reference Translation Initiation",-3.11445719160063,9.55464473761585e-17,2.69144922186362e-19,74
"KEGG","Late","KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION","Reference Translation Initiation",-2.57157096521193,2.80051297359341e-07,7.88876893969975e-10,74
"REACTOME","Early","REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","Eukaryotic Translation Elongation",2.30719427012188,9.24128686720077e-07,5.32250015476481e-08,83
"REACTOME","Early","REACTOME_MITOCHONDRIAL_TRANSLATION","Mitochondrial Translation",-2.05772185076724,5.47471573103406e-05,5.48101212146348e-06,89
"REACTOME","Early","REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE","Srp Dependent Cotranslational Protein Targeting to Membrane",1.89878998828407,0.000228175755146476,2.78392041028133e-05,103
"REACTOME","Early","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT","Mitochondrial Protein Import",-1.93810888253379,0.000939983969559784,0.000136460993264277,55
"REACTOME","Early","REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","Eukaryotic Translation Initiation",1.72348078651802,0.0025986297244863,0.000415379423141826,109
"REACTOME","Early","REACTOME_MITOCHONDRIAL_BIOGENESIS","Mitochondrial Biogenesis",-1.76466838891466,0.00293831977400405,0.000478753260474791,90
"REACTOME","Early","REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS","Transcriptional Activation of Mitochondrial Biogenesis",-1.70184087764327,0.0176286005906226,0.00405662005869152,52
"REACTOME","Early","REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS","Elevation of Cytosolic Ca2 Levels",1.7789743463362,0.0337285326960082,0.0088032772596531,13
"REACTOME","TrajDev","REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","Eukaryotic Translation Elongation",-3.05611316828534,3.18033351417135e-16,1.71909919684938e-18,83
"REACTOME","TrajDev","REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE","Srp Dependent Cotranslational Protein Targeting to Membrane",-2.83474914914389,1.78170229461243e-14,1.92616464282425e-16,103
"REACTOME","TrajDev","REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","Eukaryotic Translation Initiation",-2.67596918795905,9.2427110286701e-13,1.26538012132896e-14,109
"REACTOME","TrajDev","REACTOME_MITOCHONDRIAL_TRANSLATION","Mitochondrial Translation",1.90833133422852,0.00095034909480021,8.6782945787102e-05,89
"REACTOME","TrajDev","REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT","Mitochondrial Protein Import",1.77484466588744,0.00922010053113475,0.00115340253748558,55
"REACTOME","TrajDev","REACTOME_TRANSLATION","Translation",-1.43770695060933,0.0148374023661278,0.00206234164162395,270
"REACTOME","Late","REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE","Srp Dependent Cotranslational Protein Targeting to Membrane",-2.56964090189,9.88944370172903e-09,7.63663606311122e-12,103
"REACTOME","Late","REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","Eukaryotic Translation Elongation",-2.57115889008888,7.78880792498952e-08,1.20290469884008e-10,83
"REACTOME","Late","REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","Eukaryotic Translation Initiation",-2.43023566845821,1.64211640942487e-07,3.80413067820434e-10,109
"REACTOME","Late","REACTOME_TRANSLATION","Translation",-1.96441090124782,6.20898224717157e-06,3.19951360525935e-08,270
"WIKI","Early","WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","Cytoplasmic Ribosomal Proteins",2.27526427933074,5.05156446724355e-06,8.58622855622133e-08,80
"WIKI","Early","WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA","Electron Transport Chain OXPHOS System in Mitochondria",-1.67701686162891,0.03935318231569,0.00250834731473945,80
"WIKI","TrajDev","WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","Cytoplasmic Ribosomal Proteins",-2.97032918545351,1.19120436780325e-13,1.68725831133605e-16,80
"WIKI","Late","WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","Cytoplasmic Ribosomal Proteins",-2.46321290751121,3.91642664060038e-06,5.54734651643113e-09,80
